key	1	46	285	294	57	4096	0	0	0	65535	新的冒险	1
key	1	46	355	294	57	4096	0	0	0	65535	继续冒险	2
key	1	390	355	180	57	4096	0	0	0	65535	操作说明	3
key	1	603	355	170	57	4096	0	0	0	65535		38
icon	1	608	367	160	32	4912	44	47	48	65535	Music volume	0
icon	1	390	288	380	32	4864	20	43	48	65535	Message	0
icon	2	28	72	32	32	8192	0	39	40	65535	Map tile	0
icon	2	60	72	32	32	8193	0	39	40	65535	Map tile	0
icon	2	92	72	32	32	8194	0	39	40	65535	Map tile	0
icon	2	124	72	32	32	8195	0	39	40	65535	Map tile	0
icon	2	156	72	32	32	8196	0	39	40	65535	Map tile	0
icon	2	188	72	32	32	8197	0	39	40	65535	Map tile	0
icon	2	220	72	32	32	8198	0	39	40	65535	Map tile	0
icon	2	252	72	32	32	8199	0	39	40	65535	Map tile	0
icon	2	284	72	32	32	8200	0	39	40	65535	Map tile	0
icon	2	316	72	32	32	8201	0	39	40	65535	Map tile	0
icon	2	348	72	32	32	8202	0	39	40	65535	Map tile	0
icon	2	28	104	32	32	8203	0	39	40	65535	Map tile	0
icon	2	60	104	32	32	8204	0	39	40	65535	Map tile	0
icon	2	92	104	32	32	8205	0	39	40	65535	Map tile	0
icon	2	124	104	32	32	8206	0	39	40	65535	Map tile	0
icon	2	156	104	32	32	8207	0	39	40	65535	Map tile	0
icon	2	188	104	32	32	8208	0	39	40	65535	Map tile	0
icon	2	220	104	32	32	8209	0	39	40	65535	Map tile	0
icon	2	252	104	32	32	8210	0	39	40	65535	Map tile	0
icon	2	284	104	32	32	8211	0	39	40	65535	Map tile	0
icon	2	316	104	32	32	8212	0	39	40	65535	Map tile	0
icon	2	348	104	32	32	8213	0	39	40	65535	Map tile	0
icon	2	28	136	32	32	8214	0	39	40	65535	Map tile	0
icon	2	60	136	32	32	8215	0	39	40	65535	Map tile	0
icon	2	92	136	32	32	8216	0	39	40	65535	Map tile	0
icon	2	124	136	32	32	8217	0	39	40	65535	Map tile	0
icon	2	156	136	32	32	8218	0	39	40	65535	Map tile	0
icon	2	188	136	32	32	8219	0	39	40	65535	Map tile	0
icon	2	220	136	32	32	8220	0	39	40	65535	Map tile	0
icon	2	252	136	32	32	8221	0	39	40	65535	Map tile	0
icon	2	284	136	32	32	8222	0	39	40	65535	Map tile	0
icon	2	316	136	32	32	8223	0	39	40	65535	Map tile	0
icon	2	348	136	32	32	8224	0	39	40	65535	Map tile	0
icon	2	28	168	32	32	8225	0	39	40	65535	Map tile	0
icon	2	60	168	32	32	8226	0	39	40	65535	Map tile	0
icon	2	92	168	32	32	8227	0	39	40	65535	Map tile	0
icon	2	124	168	32	32	8228	0	39	40	65535	Map tile	0
icon	2	156	168	32	32	8229	0	39	40	65535	Map tile	0
icon	2	188	168	32	32	8230	0	39	40	65535	Map tile	0
icon	2	220	168	32	32	8231	0	39	40	65535	Map tile	0
icon	2	252	168	32	32	8232	0	39	40	65535	Map tile	0
icon	2	284	168	32	32	8233	0	39	40	65535	Map tile	0
icon	2	316	168	32	32	8234	0	39	40	65535	Map tile	0
icon	2	348	168	32	32	8235	0	39	40	65535	Map tile	0
icon	2	28	200	32	32	8236	0	39	40	65535	Map tile	0
icon	2	60	200	32	32	8237	0	39	40	65535	Map tile	0
icon	2	92	200	32	32	8238	0	39	40	65535	Map tile	0
icon	2	124	200	32	32	8239	0	39	40	65535	Map tile	0
icon	2	156	200	32	32	8240	0	39	40	65535	Map tile	0
icon	2	188	200	32	32	8241	0	39	40	65535	Map tile	0
icon	2	220	200	32	32	8242	0	39	40	65535	Map tile	0
icon	2	252	200	32	32	8243	0	39	40	65535	Map tile	0
icon	2	284	200	32	32	8244	0	39	40	65535	Map tile	0
icon	2	316	200	32	32	8245	0	39	40	65535	Map tile	0
icon	2	348	200	32	32	8246	0	39	40	65535	Map tile	0
icon	2	28	232	32	32	8247	0	39	40	65535	Map tile	0
icon	2	60	232	32	32	8248	0	39	40	65535	Map tile	0
icon	2	92	232	32	32	8249	0	39	40	65535	Map tile	0
icon	2	124	232	32	32	8250	0	39	40	65535	Map tile	0
icon	2	156	232	32	32	8251	0	39	40	65535	Map tile	0
icon	2	188	232	32	32	8252	0	39	40	65535	Map tile	0
icon	2	220	232	32	32	8253	0	39	40	65535	Map tile	0
icon	2	252	232	32	32	8254	0	39	40	65535	Map tile	0
icon	2	284	232	32	32	8255	0	39	40	65535	Map tile	0
icon	2	316	232	32	32	8256	0	39	40	65535	Map tile	0
icon	2	348	232	32	32	8257	0	39	40	65535	Map tile	0
icon	2	28	264	32	32	8258	0	39	40	65535	Map tile	0
icon	2	60	264	32	32	8259	0	39	40	65535	Map tile	0
icon	2	92	264	32	32	8260	0	39	40	65535	Map tile	0
icon	2	124	264	32	32	8261	0	39	40	65535	Map tile	0
icon	2	156	264	32	32	8262	0	39	40	65535	Map tile	0
icon	2	188	264	32	32	8263	0	39	40	65535	Map tile	0
icon	2	220	264	32	32	8264	0	39	40	65535	Map tile	0
icon	2	252	264	32	32	8265	0	39	40	65535	Map tile	0
icon	2	284	264	32	32	8266	0	39	40	65535	Map tile	0
icon	2	316	264	32	32	8267	0	39	40	65535	Map tile	0
icon	2	348	264	32	32	8268	0	39	40	65535	Map tile	0
icon	2	28	296	32	32	8269	0	39	40	65535	Map tile	0
icon	2	60	296	32	32	8270	0	39	40	65535	Map tile	0
icon	2	92	296	32	32	8271	0	39	40	65535	Map tile	0
icon	2	124	296	32	32	8272	0	39	40	65535	Map tile	0
icon	2	156	296	32	32	8273	0	39	40	65535	Map tile	0
